-59.78465,91.13605,45.378887
-24.901405,63.25416,90.640625
-62.310932,93.41991,34.627224
-27.432198,63.13226,91.435745
-59.390884,90.345085,46.236076
-59.340485,90.8492,45.257397
-62.209347,91.594696,46.71728
-62.32745,91.706665,47.984764
-25.353144,63.534363,89.61925
-25.82959,62.71816,90.91971
-24.787119,63.553375,89.0679
-45.865173,78.10683,61.728226
-43.767464,74.65687,64.28711
-51.85154,79.511284,60.439533
-36.690994,68.514175,76.20065
-61.147144,91.57422,47.987568
-59.71565,88.90631,44.398132
-62.406162,90.22844,47.451748
-60.512184,89.53159,45.3442
-87.17868,66.21151,32.257954
-59.190536,90.09198,44.95399
-123.053925,13.795932,34.924114
-123.49076,13.818489,33.62578
-123.34403,14.377183,35.099003
-123.101585,13.153648,33.553623
-112.44407,18.097967,36.042103
-124.25151,12.974227,34.139637
-121.84791,15.075566,36.064873
-121.70375,14.204562,33.716724
-144.8969,-59.168167,48.13085
-60.89357,93.068474,45.861202
-101.48605,49.986134,33.03837
-123.434364,13.016256,33.9007
-143.70215,-64.20252,49.76501
-135.34454,-17.071976,36.543194
-114.173904,25.397787,33.561844
-79.90161,81.49971,32.021797
-120.27452,13.415389,34.458103
701.4286,133.33228,118.28676
52.864388,42.153294,140.46823
49.4953,41.79287,141.43587
118.78228,32.031536,168.54607
49.366867,42.173195,144.90596
48.338245,43.995163,140.31671
47.332954,40.72191,138.02443
51.959602,43.04343,139.57753
48.455257,40.587566,141.43893
48.88783,44.056423,142.05945
49.815155,36.65903,142.30083
51.002296,39.647526,144.22815
49.974472,43.81346,142.71864
51.802853,37.741615,139.73134
51.97127,42.08968,142.88885
196.5674,-227.54245,190.48112
207.42336,-236.75049,198.27174
49.382652,41.155968,142.03052
49.017296,43.64766,143.07025
49.448887,40.08774,141.35683
48.232998,40.084682,141.96516
-59.928104,89.43602,45.78227
-24.87533,63.218117,89.73788
207.63014,-237.65198,198.41394
-57.84947,-51.9172,94.90819
46.806152,38.23085,139.77162
206.72343,-239.89853,199.86253
48.74432,40.118103,141.75008
45.9587,38.19445,141.77985
46.674522,43.342762,139.83582
47.107014,44.048973,139.78949
47.91161,40.31871,141.39783
49.510715,40.94508,140.99284
49.191326,40.015007,141.26927
