363.47247,-424.20053,33.16931
382.55197,-363.7564,91.804184
366.4092,-410.7899,50.093464
368.7715,-406.19846,48.99887
362.1993,-291.4986,145.23975
384.05377,-355.7132,92.32576
382.56332,-361.83652,91.29292
406.73038,-358.18536,57.81284
418.33325,-371.52945,46.602993
363.01218,-279.75665,155.31653
364.3267,-255.75398,169.95375
372.1341,-280.7233,156.5419
373.50708,-280.9644,157.63803
334.56784,-262.74963,154.15302
351.34146,-250.58391,175.27599
350.18646,-251.36337,174.82777
373.3792,-276.53888,157.5283
374.62317,-275.1511,160.00797
378.54376,-317.62952,127.4301
359.04666,-274.13754,158.94336
378.9292,-302.84268,129.88632
384.15558,-352.7053,95.062965
371.9483,-288.4788,151.42313
378.97366,-302.07468,131.57893
367.24023,-290.13315,140.37808
373.28168,-297.4159,133.20964
395.2702,-337.09583,76.15664
415.0278,-332.80548,60.07559
430.90692,-278.29153,107.601974
405.21948,-315.53693,69.15987
452.5395,-303.23694,51.129208
368.70654,-283.4019,156.21173
425.84357,-268.16104,110.521835
367.68002,-280.88632,155.34534
444.7208,-298.11865,58.128048
415.52884,-265.3491,118.73524
328.67303,-230.55879,167.67087
339.53732,-238.33243,171.20866
342.6242,-235.82066,173.82774
338.05557,-240.42685,170.93901
211.25703,-192.72527,89.056915
291.47607,-205.16682,151.9076
293.94592,-204.77328,153.82579
291.21378,-175.05292,168.6076
335.5254,-235.78525,170.27078
340.109,-235.43407,175.81274
327.38535,-234.24086,166.04161
337.00015,-257.83218,157.8475
351.915,-236.86783,176.26996
338.18332,-253.1787,160.81572
346.95343,-236.64182,169.82768
336.07587,-268.7183,150.50363
348.8725,-235.33243,176.32306
354.534,-250.1253,172.4431
385.79797,-247.82974,160.62218
351.75034,-233.86212,171.2114
391.6308,-229.13423,168.63853
361.385,-235.06831,174.37677
341.35468,-248.49051,163.68224
358.11746,-218.6483,174.31743
408.49905,-225.96957,160.28047
383.67334,-241.34511,166.09412
420.44595,-204.15256,156.68567
384.94458,-272.51764,156.456
360.12186,-236.21243,175.20387
411.01566,-256.26697,139.6537
413.1886,-265.08728,123.827095
403.80566,-222.7532,165.80011
414.80212,-219.97592,147.49388
396.82648,-261.34824,145.10892
460.49637,-260.82483,95.02619
434.07098,-272.6381,93.95414
503.93042,-251.91977,61.37195
466.02142,-237.25372,104.45784
484.94098,-258.85254,68.39334
529.5341,-225.99394,49.1904
467.13626,-178.22017,145.57991
462.26392,-203.2489,122.291245
463.1214,-203.62881,122.62473
467.30762,-257.41263,82.1198
471.6938,-258.07416,78.23236
129.6782,54.8798,111.513596
